VERSIONNR;LOCATIONCODE;TYPE;SUBTYPE;ROADNUMBER;ROADNAME;FIRST_NAME;SECOND_NAME;ADMIN_AREA;AREA_REFERENCE;LINEAR_REFERENCE;NEGATIVE_OFFSET;POSITIVE_OFFSET;INTERSECTIONCODE;LATITUDE;LONGITUDE;URBAN;IN_POSITIVE;OUT_POSITIVE;IN_NEGATIVE;OUT_NEGATIVE;PRESENT_POSITIVE;PRESENT_NEGATIVE
20.0;27559;P3;37;S2089;;Hohenthann;;;04602;09445;43167;27560;27559,27511;47,9796;11,9532;0;1;1;1;1;1;1;
20.0;27560;P3;37;S2089;;Lorenzenberg;;;04035;09445;27559;27561;27560,27510;47,9977;11,9726;0;1;1;1;1;1;1;
20.0;27561;P3;37;S2089;;Grafing;;;03476;09445;27560;27562;27518,27561,46955;48,0445;11,9658;0;1;1;1;1;1;1;
20.0;27562;P3;37;S2089;;Reitgesing;;;01131;09445;27561;;27562,22876;48,0669;11,9288;0;1;1;1;1;1;1;
20.0;14367;L1;1;A5;;Mulhouse (F);Dreieck Neuenburg;;30664;;;;;;;;;;;;;;
20.0;14368;P3;14;A5;;Neuenburg;;;30664;14367;;14369;;47,7756;7,53;0;1;0;0;1;1;1;
20.0;14369;P1;2;A5;;Neuenburg;;;30664;14367;14368;;14369,11567;47,7767;7,53585;0;0;1;1;0;1;1;
20.0;32385;L1;3;S2150;;Regensburg;Schönthal;;00296;;;;;;;;;;;;;;
20.0;32386;P3;37;S2150;;Fußenberg;;;32187;32385;;32387;32386,32304;49,0713;12,1565;0;1;1;1;1;1;1;
20.0;32387;P3;37;S2150;;Kürn;;;00916;32385;32386;32388;;49,1266;12,2237;0;1;1;1;1;1;1;
20.0;32388;P3;37;S2150;;Nittenau;;;04431;32385;32387;15610;27664,32388;49,1966;12,2687;0;1;1;1;1;1;1;
20.0;15610;P1;12;S2150;;Nittenau-Lichtenhaid;;;04431;32385;32388;08078;15565,15610;49,21635;12,2908;0;1;1;1;1;1;1;
20.0;8078;P1;8;S2150;;Bruck-Hoffeld;;;02862;32385;15610;32389;8078,8098;49,25065;12,29625;0;1;1;1;1;1;1;
20.0;32389;P1;15;S2150;;Bruck in der Oberpfalz;;;02862;32385;08078;32390;25328,32389;49,2576;12,2988;0;1;1;1;1;1;1;
20.0;32390;P3;37;S2150;;Neukirchen-Balbini;;;32200;32385;32389;32391;;49,2942;12,4511;0;1;1;1;1;1;1;
20.0;32391;P3;37;S2150;;Rötz;;;02282;32385;32390;32392;21817,32391;49,3428;12,5387;0;1;1;1;1;1;1;
20.0;32392;P3;37;S2150;;Hiltersried;;;32199;32385;32391;;;49,384;12,5772;0;1;1;1;1;1;1;
20.0;54442;L1;3;L39;;Oldenzaal (NL);Rheine;;00258;;;;;;;;;;;;;;
20.0;54443;L3;0;L39;;Oldenzaal (NL);Schüttorf;;00437;54442;;54444;;;;;;;;;;;
20.0;54445;P3;14;L39;Hengeloer Straße;Springbiel;;;00820;54443;;54446;;52,3068;7,0386;0;1;0;0;1;1;1;
20.0;54446;P1;11;L39;Hengeloer Straße;Westenberg;;;00820;54443;54445;54447;;52,30575;7,0594;0;1;1;1;1;1;1;
20.0;54447;P3;37;L39;Hengeloer Straße;Gildehaus;;;00820;54443;54446;54448;;52,2968;7,095;0;1;1;1;1;1;1;
20.0;54448;P1;10;L39;Rheiner Straße;Bad Bentheim/Bahnhofstraße;;;00820;54443;54447;54449;54448,23322;52,3064;7,1599;0;1;1;1;1;1;1;
20.0;54449;P1;12;L39;Rheiner Straße;Bad Bentheim/Ostumgehung;;;00820;54443;54448;54450;;52,30605;7,1842;0;1;1;1;1;1;1;
20.0;54450;P1;12;L39;Salzbergener Straße;Färberstraße;;;38895;54443;54449;54451;;52,3225;7,2254;1;1;1;1;1;1;1;
20.0;54451;P1;11;L39;Salzbergener Straße;Samernsche Straße;;;38895;54443;54450;54452;;52,3239;7,2311;1;1;1;1;1;1;1;
20.0;54444;L3;0;L39;;Schüttorf;Rheine;;00258;54442;54443;;;;;;;;;;;;
20.0;54452;P1;12;L39;Salzbergener Straße;Nordring;;;38895;54444;54451;54453;;52,3248;7,2474;1;1;1;1;1;1;1;
20.0;54453;P1;3;L39;Salzbergener Straße;Schüttorf-Ost;;;38895;54444;54452;54454;54453,38979;52,32355;7,2578;0;1;1;1;1;1;1;
20.0;54454;P3;37;L39;;Salzbergen;;;38965;54444;54453;54455;54454,13351;52,3205;7,3508;0;1;1;1;1;1;1;
20.0;54455;P3;37;L39;;Landesgrenze;;;38965;54444;54454;;;52,3069;7,38255;0;0;1;1;0;1;1;
20.0;9608;L5;0;GN17;Bayreuther Straße, Äußere Bayreuther Straße;Rathenauplatz;Welserstraße;;02049;;;;;;;;;;;;;;
20.0;28174;P1;10;GN17;Bayreuther Straße;Rathenauplatz;;;02049;09608;;42312;42285,28174,28172,28138;49,4576;11,0891;1;1;1;1;1;1;1;
20.0;42312;P1;12;GN17;Bayreuther Straße;Pirckheimerstraße;;;02049;09608;28174;28175;42311,42312;49,46155;11,09245;1;1;1;1;1;1;1;
20.0;28175;P1;10;GN17;Äußere Bayreuther Straße;Welserstraße;Hintermayrstraße;;02049;09608;42312;;23993,21447,28175;49,4669;11,0978;1;1;1;1;1;1;1;
20.0;31219;L1;3;L1159;;Wilmersdorf;Reinickendorf;;32812;;;;;;;;;;;;;;
20.0;31220;P1;11;L1159;Richard-Wagner-Straße;Bismarckstraße;;;04749;31219;;31221;31220,31218,31217;52,5116;13,3077;1;1;1;1;1;1;1;
20.0;31221;P1;11;L1159;Richard-Wagner-Straße;Richard-Wagner-Platz;Otto-Suhr-Allee;;04749;31219;31220;31222;31221,32828;52,5174;13,3066;1;1;1;1;1;1;1;
20.0;31222;P1;11;L1159;Sömmeringstraße;Mierendorffplatz;Kaiserin-Augusta-Allee;;04749;31219;31221;31224;31212,31222;52,5257;13,306;1;1;1;1;1;1;1;
20.0;31224;P1;11;L1159;Lise-Meitner-Straße;Gaußstraße;Olbersstraße;;04749;31219;31222;31223;31224,31161;52,52885;13,3065;1;1;1;1;1;1;1;
20.0;31223;P1;12;L1159;Lise-Meitner-Straße;Max-Dohrn-Straße;;;04749;31219;31224;31225;;52,5319;13,3059;1;1;1;1;1;1;1;
20.0;31225;P1;12;L1159;Max-Dohrn-Straße;Tegeler Weg;;;04749;31219;31223;;31225,31208;52,5304;13,2959;1;1;1;1;1;1;1;
20.0;33410;L1;3;S2225;;Eichstätt;Nürnberg;;00264;;;;;;;;;;;;;;
20.0;33411;L3;0;S2225;;Eichstätt;Thalmässing;;00264;33410;;33412;;;;;;;;;;;
20.0;33414;P3;37;S2225;;Eichstätt;;;01155;33411;;33415;;48,8857;11,2023;0;1;1;1;1;1;1;
20.0;33415;P1;12;S2225;;Jurahochstraße bei Wimpasing;;;01155;33411;33414;33416;33415,28062;48,8997;11,2103;0;1;1;1;1;1;1;
20.0;33416;P3;37;S2225;;Pollenfeld;;;33308;33411;33415;33417;33416,33433;48,9481;11,2061;0;1;1;1;1;1;1;
20.0;33417;P3;37;S2225;;Titting;;;33306;33411;33416;33418;;48,9972;11,2121;0;1;1;1;1;1;1;
20.0;33418;P3;37;S2225;;Thalmässing;;;33309;33411;33417;33419;33418,60964;49,0874;11,2182;0;1;1;1;1;1;1;
20.0;33412;L3;0;S2225;;Thalmässing;Allersberg;;00633;33410;33411;33413;;;;;;;;;;;
20.0;33419;P3;37;S2225;;Alfershausen;;;33309;33412;33418;33420;61383,33419;49,1074;11,1864;0;1;1;1;1;1;1;
20.0;33420;P3;37;S2225;;Hilpoltstein;;;04277;33412;33419;33421;27800,33420;49,1868;11,1928;0;1;1;1;1;1;1;
20.0;33421;P3;37;S2225;;Allersberg;;;31917;33412;33420;33422;36113,33421;49,2486;11,2223;0;1;1;1;1;1;1;
20.0;33413;L3;0;S2225;;Allersberg;Nürnberg;;00291;33410;33412;;;;;;;;;;;;
20.0;33422;P3;37;S2225;;Sperberslohe;;;31866;33413;33421;33423;;49,3316;11,1924;0;1;1;1;1;1;1;
20.0;33423;P3;37;S2225;;Röthenbach;;;31866;33413;33422;33424;;49,3636;11,1559;0;1;1;1;1;1;1;
20.0;33424;P3;37;S2225;;Nürnberg-Zollhaus;;;02049;33413;33423;;42273,33424,25158,28147;49,4039;11,1148;0;1;1;1;1;1;1;
20.0;53827;L5;0;;Borsteler Chaussee;;;;04796;;;;;;;;;;;;;;
20.0;53828;P1;10;;Borsteler Chaussee;Alsterkrugchaussee;;;04796;53827;;53829;53828,35928,35509;53,6035;9,98745;1;1;1;1;1;1;1;
20.0;53829;P1;10;;Borsteler Chaussee;Brödermannsweg;;;04796;53827;53828;53830;;53,6073;9,97855;1;1;1;1;1;1;1;
20.0;53830;P1;10;;Borsteler Chaussee;Warnckesweg;;;04796;53827;53829;53831;;53,6103;9,9746;1;1;1;1;1;1;1;
20.0;53831;P1;10;;Borsteler Chaussee;Papenreye;;;04796;53827;53830;;53831,46369;53,61265;9,9733;1;1;1;1;1;1;1;
20.0;17763;L1;3;S2307;;Bessenbach;Schirmborn;;00321;;;;;;;;;;;;;;
20.0;17764;P1;12;S2307;;Straßbessenbach;;;00918;17763;;17765;17764,42403;49,96095;9,24605;0;1;1;1;1;1;1;
20.0;17765;P1;3;S2307;;Bessenbach/Waldaschaff;;;00918;17763;17764;17766;17765,10857;49,98773868788858;9,25612973852946;0;1;1;1;1;1;1;
20.0;17766;P1;10;S2307;;Hösbach;;;01564;17763;17765;17767;;50,00528737732626;9,226162795811085;0;1;1;1;1;1;1;
20.0;17767;P1;8;S2307;;Schimborn;;;35062;17763;17766;;35082,17767;50,05439058904686;9,191512272588914;0;1;1;1;1;1;1;
20.0;53899;L1;3;I5900;;Poppenbüttel;Duvenstedt;;00257;;;;;;;;;;;;;;
20.0;53900;P1;10;I5900;Ulzburger Straße;Poppenbütteler Weg;;;35568;53899;;53901;46006,46426,53900;53,65315;10,07725;1;1;1;1;1;1;1;
20.0;53901;P1;10;I5900;Ulzburger Straße;Müssenredder;;;35569;53899;53900;53902;;53,6554;10,07695;1;1;1;1;1;1;1;
20.0;53902;P1;10;I5900;Ulzburger Straße;Rehmbrook;;;35569;53899;53901;53903;;53,6607;10,07665;1;1;1;1;1;1;1;
20.0;53903;P1;10;I5900;Poppenbütteler Berg;Harksheider Straße;;;35569;53899;53902;53904;53903,53886;53,66365;10,0761;1;1;1;1;1;1;1;
20.0;53904;P3;37;I5900;Lemsahler Landstraße;Mellingbekbrücke;;;35569;53899;53903;53905;;53,67105;10,08775;1;1;1;1;1;1;1;
20.0;53905;P1;10;I5900;Lemsahler Landstraße;An der Alsterschleife;;;35569;53899;53904;53906;53882,53905;53,6721;10,09065;1;1;1;1;1;1;1;
20.0;53906;P1;12;I5900;Lemsahler Landstraße;Treudelberg;;;35569;53899;53905;53907;;53,67385;10,09215;1;1;1;1;1;1;1;
20.0;53907;P1;10;I5900;Lemsahler Landstraße;Eichelhäherkamp;;;35569;53899;53906;53908;;53,6827;10,0951;1;1;1;1;1;1;1;
20.0;53908;P1;12;I5900;Lemsahler Landstraße;Spechtort;;;35569;53899;53907;53909;;53,6895;10,09615;1;1;1;1;1;1;1;
20.0;53909;P1;12;I5900;Poppenbütteler Chaussee;Bökenbarg;;;35569;53899;53908;53910;;53,6966;10,1004;1;1;1;1;1;1;1;
20.0;53910;P1;10;I5900;Poppenbütteler Chaussee;Meesterbrooksweg;Im Ellernbusch;;35569;53899;53909;53911;;53,7051;10,10295;1;1;1;1;1;1;1;
20.0;53911;P1;10;I5900;Poppenbütteler Chaussee;Puckaffer Weg;;;35569;53899;53910;;;53,7082;10,10515;1;1;1;1;1;1;1;
20.0;13328;L1;3;L517;;Clausthal-Zellerfeld;Oker;;01041;;;;;;;;;;;;;;
20.0;13329;P1;12;L517;Schulenberger Straße;Clausthal-Zellerfeld/B241;;;01041;13328;;13330;13329,13332;51,821;10,3414;0;1;0;0;1;1;1;
20.0;13330;P3;37;L517;;Schulenberg im Oberharz;;;01041;13328;13329;13331;;51,8309;10,4327;0;1;1;1;1;1;1;
20.0;13331;P1;12;L517;;B498;;;01041;13328;13330;;13331,13326;51,8421;10,4494;0;0;1;1;0;1;1;
20.0;17777;L1;4;K RO8;;Irschenberg;Götting;;32437;;;;;;;;;;;;;;
20.0;17778;P3;37;K RO8;;Aufham;;;32437;17777;;17779;;47,85290960764448;11,933524696314256;0;1;1;1;1;1;1;
20.0;17779;P3;37;K RO8;;Götting;;;32437;17777;17778;;17779,32480;47,8637;11,939;0;1;1;1;1;1;1;
20.0;13811;L1;3;S2403;;Pegnitz;Kirchenthumbach;;00264;;;;;;;;;;;;;;
20.0;13812;P3;37;S2403;;Pegnitz;;;02117;13811;;13813;;49,75515;11,55385;0;1;1;1;1;1;1;
20.0;13813;P1;11;S2403;;Troschenreuth;;;02117;13811;13812;13814;;49,7657;11,60275;0;1;1;1;1;1;1;
20.0;13814;P1;12;S2403;;Ligenz;;;00810;13811;13813;13815;;49,7467;11,60605;0;1;1;1;1;1;1;
20.0;13815;P1;12;S2403;;Altzirkendorf;;;01661;13811;13814;;36219,13815;49,7324;11,6647;0;1;1;1;1;1;1;
20.0;32458;L1;3;S2076;;Gmund am Tegernsee;Hausham;;00539;;;;;;;;;;;;;;
20.0;32459;P3;37;S2076;;Gmund am Tegernsee;;;01346;32458;;32460;;47,7426;11,7374;0;1;1;1;1;1;1;
20.0;32460;P3;37;S2076;;Hausham;;;32436;32458;32459;;32461,32460;47,7525;11,8374;0;1;1;1;1;1;1;
20.0;15199;L1;4;K9562;Karl-Wüst-Straße;Neckargartach;Stiftsberg;;00459;;;;;;;;;;;;;;
20.0;15200;P1;12;K9562;Karl-Wüst-Straße;Neckargartach/Neckartalstraße;;;00459;15199;;15201;15200,15080;49,169;9,2043;1;1;0;0;1;1;1;
20.0;15201;P1;11;K9562;Karl-Wüst-Straße;Albertistraße;;;00459;15199;15200;15202;;49,1694;9,2096;1;1;1;1;1;1;1;
20.0;15202;P1;11;K9562;Karl-Wüst-Straße;Austraße;;;00459;15199;15201;15203;;49,169;9,219;1;1;1;1;1;1;1;
20.0;15203;P1;12;K9562;Karl-Wüst-Straße;Neckarsulmer Straße/B27;;;00459;15199;15202;;30646,15203;49,1681;9,2255;1;0;1;1;0;1;1;
20.0;50412;L1;2;B523;;Weilersbach;Tuttlingen;;00280;;;;;;;;;;;;;;
20.0;42058;L3;0;B523;;Weilersbach;Schwenningen;;00280;50412;;42061;;;;;;;;;;;
20.0;8307;P1;8;B523;;Schwenningen Neuer Markt;;;02596;42058;;24302;8307,16014;48,0846;8,5049;0;1;0;0;1;1;1;
20.0;24302;P1;12;B523;;Villingen-Schwenningen-Weilersbach;;;02596;42058;08307;08308;;48,0855;8,51855;0;1;1;1;1;1;1;
20.0;8308;P1;12;B523;;Schwenningen-Nord/Dauchingen;;;52665;42058;24302;24303;;48,0829;8,5426;0;1;1;1;1;1;1;
20.0;24303;P1;12;B523;;Schwenningen-Ost/Trossingen/B27;;;52665;42058;08308;;24303,16096,22342;48,08135;8,58885;0;0;1;1;0;1;1;
20.0;42061;L3;0;B523;;Schwenningen;Tuttlingen;;00280;50412;42058;;;;;;;;;;;;
20.0;24304;P1;12;B523;;Schwenningen Messegelände/B27;;;02596;42061;;08309;24304,22341;48,04615;8,53905;0;1;0;0;1;1;1;
20.0;8309;P1;12;B523;;Villingen-Schwenningen-Mühlhausen;;;04600;42061;24304;08310;;48,0427;8,5804;0;1;1;1;1;1;1;
20.0;8310;P1;15;B523;;Tuningen;;;04600;42061;08309;24305;;48,03425;8,6101;0;1;1;1;1;1;1;
20.0;24305;P1;3;B523;;Tuningen;;;04600;42061;08310;30886;24305,12637;48,03255;8,61885;0;1;1;1;1;1;1;
20.0;30886;P1;12;B523;;Talheim;K5919;;52664;42061;24305;52748;;48,0194;8,65055;0;1;1;1;1;1;1;
20.0;52748;P1;12;B523;;Tuttlingen-Eßlingen;L432;;04600;42061;30886;08311;;47,9908;8,73795;0;1;1;1;1;1;1;
20.0;8311;P1;12;B523;;Wurmlingen;;;02554;42061;52748;56823;;47,9919;8,7738;0;1;1;1;1;1;1;
20.0;56823;P1;12;B523;;Tuttlingen/B14;;;02554;42061;08311;;41354,56823;47,98925;8,79905;0;0;1;1;0;1;1;
20.0;39709;L1;4;K17;;Köln-Höhenberg;Köln-Buchheim;;00490;;;;;;;;;;;;;;
20.0;39710;P1;12;K17;Höhenberger Ring;Frankfurter Straße;;;00490;39709;;39711;39694,39710;50,94275;7,02785;1;1;0;0;1;1;1;
20.0;39711;P1;6;K17;Höhenberger Ring;Stadtautobahn;;;00490;39709;39710;39712;39600,39711;50,95085;7,02745;1;1;1;1;1;1;1;
20.0;39712;P1;12;K17;Herler Ring;Bergisch Gladbacher Sraße;;;00490;39709;39711;;39713,39712;50,966;7,0277;1;0;1;1;0;1;1;
20.0;56403;L1;3;L307;;Neuwied;Ransbach-Baumbach;;00262;;;;;;;;;;;;;;
20.0;56404;P1;15;L307;;Raiffeisenbrücke;Neuwied-Stadtmitte;;00563;56403;;56405;48759,56404;50,42325;7,46365;0;1;1;1;1;1;1;
20.0;56405;P1;15;L307;;Neuwied-Block;Altenkirchen;;00563;56403;56404;56411;56408,56405;50,4303;7,4888;0;1;1;1;1;1;1;
20.0;56411;P1;15;L307;;Neuwied-Engers;;;00563;56403;56405;56412;;50,4244;7,5444;0;1;1;1;1;1;1;
20.0;56412;P1;15;L307;;Bendorf-Nord;B42;;00489;56403;56411;56413;23420,56412;50,42135;7,56565;0;1;1;1;1;1;1;
20.0;56413;P1;12;L307;;Weitersburg;;;00563;56403;56412;56414;;50,4268;7,619;0;1;1;1;1;1;1;
20.0;56414;P1;3;L307;;Höhr-Grenzhausen;;;00711;56403;56413;56415;56414,11521;50,4438;7,6635;0;1;1;1;1;1;1;
20.0;56415;P1;10;L307;Westerwaldstraße;Höhr-Grenzhausen-Mitte;;;00711;56403;56414;56416;56415,55206;50,4385;7,67035;1;1;1;1;1;1;1;
20.0;56416;P3;37;L307;;Hilgert;;;00711;56403;56415;56417;;50,454;7,68835;0;1;1;1;1;1;1;
20.0;56417;P1;11;L307;Rheinstraße;Ransbach-Baumbach-Ritterstraße;;;00711;56403;56416;55108;48866,56417;50,4702;7,73535;1;1;1;1;1;1;1;
20.0;55108;P1;12;L307;;Autohof-Mogendorf;;;00711;56403;56417;56418;;50,485;7,7494;0;1;1;1;1;1;1;
20.0;56418;P1;3;L307;;Ransbach-Baumbach / Mogendorf;;;00711;56403;55108;56419;56418,10891;50,48545;7,75035;0;1;1;1;1;1;1;
20.0;56419;P1;8;L307;Bahnhofstraße;Mogendorf;Siershahn;;00711;56403;56418;56420;28943,56419;50,4928;7,7636;1;1;1;1;1;1;1;
20.0;56420;P1;15;L307;;Vielbach;;;00711;56403;56419;56421;;50,505;7,77185;0;1;1;1;1;1;1;
20.0;56421;P1;15;L307;;Quirnbach;;;00711;56403;56420;55230;;50,5178;7,7678;0;1;1;1;1;1;1;
20.0;55230;P1;15;L307;L267;Selters-Süd;Nordhofen;;00711;56403;56421;55231;55230,6314;50,524;7,7618;0;1;1;1;1;1;1;
20.0;55231;P1;15;L307;L305;Selters;Maxsein;;00711;56403;55230;55232;;50,53925;7,7647;0;1;1;1;1;1;1;
20.0;55232;P1;15;L307;L305;Rückeroth;Goddart;;00711;56403;55231;55233;;50,5555;7,7429;0;1;1;1;1;1;1;
20.0;55233;P1;15;L307;L305;Herschbach;;;00711;56403;55232;;55233,48454;50,5714;7,7308;0;1;1;1;1;1;1;
20.0;6159;L1;3;L499;;Waldfischbach-Burgalben;Frankeneck;;00262;;;;;;;;;;;;;;
20.0;6277;P1;15;L499;Hauptstraße;Waldfischbach-Burgalben;;;03228;06159;;06278;6277,40583;49,2818;7,63625;0;1;1;1;1;1;1;
20.0;6278;P1;8;L499;Hauptstraße;Waldfischbach;Johanniskreuz;;03228;06159;06277;06279;;49,288;7,6546;1;1;1;1;1;1;1;
20.0;6279;P3;37;L499;Hauptstraße;Heltersberg;;;02795;06159;06278;06280;;49,3137;7,70765;0;1;1;1;1;1;1;
20.0;6280;P1;12;L499;;Schmalenberg;;;02795;06159;06279;06281;;49,3147;7,7117;0;1;1;1;1;1;1;
20.0;6281;P1;12;L499;;Trippstadt;;;02795;06159;06280;06282;;49,3163;7,7663;0;1;1;1;1;1;1;
20.0;6282;P1;11;L499;;Johanniskreuz / B48;;;02795;06159;06281;06283;6282,40608;49,3369;7,8253;0;1;1;1;1;1;1;
20.0;6283;P3;37;L499;;Speyerbrunn;;;02797;06159;06282;06284;;49,3414;7,8708;0;1;1;1;1;1;1;
20.0;6284;P3;37;L499;;Mückenwiese;;;02797;06159;06283;06285;;49,3566;7,88605;0;1;1;1;1;1;1;
20.0;6285;P1;12;L499;;Waldleiningen;;;02797;06159;06284;06286;;49,3594;7,9254;0;1;1;1;1;1;1;
20.0;6286;P3;37;L499;;Elmstein;;;02797;06159;06285;06355;;49,3529;7,9351;1;1;1;1;1;1;1;
20.0;6355;P3;37;L499;Talstraße;Appenthal;;;02797;06159;06286;06287;;49,3476;7,948;1;1;1;1;1;1;1;
20.0;6287;P1;12;L499;Talstraße;Harzofen;;;02797;06159;06355;06288;;49,3495;7,9515;1;1;1;1;1;1;1;
20.0;6288;P1;12;L499;;Helmbach;;;02797;06159;06287;06289;;49,3445;7,9872;0;1;1;1;1;1;1;
20.0;6289;P1;12;L499;;Maikammer;;;02797;06159;06288;06290;;49,3462;8,0026;0;1;1;1;1;1;1;
20.0;6290;P3;37;L499;;Erfenstein;;;02797;06159;06289;06291;;49,3545;8,0178;0;1;1;1;1;1;1;
20.0;6291;P3;37;L499;;Sattelmühle;;;02797;06159;06290;06292;;49,3687;8,0369;0;1;1;1;1;1;1;
20.0;6292;P1;15;L499;;Frankeneck / B39;;;02797;06159;06291;;6292,40778;49,37635;8,0541;0;1;1;1;1;1;1;
20.0;7125;L1;1;A485;;Langgöns;Gießener Nordkreuz;;00429;;;;;;;;;;;;;;
20.0;11529;P1;3;A485;Osttangente Gießen;Langgöns;;;03280;07125;;11530;11529,22745,6668;50,4926;8,6539;0;1;1;1;1;1;1;
20.0;11530;P1;1;A485;Osttangente Gießen;Gießener Südkreuz;;;37214;07125;11529;11531;11398,11530;50,5236;8,6403;0;1;1;1;1;1;1;
20.0;11531;P1;3;A485;Osttangente Gießen;Linden;;;37214;07125;11530;11532;;50,53835;8,64715;0;1;1;1;1;1;1;
20.0;11532;P1;3;A485;Osttangente Gießen;Bergwerkswald;;;37214;07125;11531;11533;11532,23985;50,55445;8,66505;0;1;1;1;1;1;1;
20.0;11533;P1;3;A485;Osttangente Gießen;Gießen-Schiffenberger Tal;;;01340;07125;11532;11534;;50,56725;8,7011;0;1;1;1;1;1;1;
20.0;11534;P1;3;A485;Osttangente Gießen;Gießen-Licher Straße;;;01340;07125;11533;11535;11534,23682;50,57695;8,70835;0;1;1;1;1;1;1;
20.0;11535;P1;3;A485;Osttangente Gießen;Gießen-Grünberger Straße;;;01340;07125;11534;11536;23986,11535;50,5879;8,7098;0;0;1;0;0;1;1;
20.0;11536;P1;3;A485;Osttangente Gießen;Gießen-Ursulum;;;01340;07125;11535;11537;;50,5945;8,71105;0;1;1;1;1;1;1;
20.0;11537;P1;3;A485;Osttangente Gießen;Gießen-Wieseck;;;01340;07125;11536;36572;;50,60965;8,71775;0;1;1;1;1;1;1;
20.0;36572;P1;3;A485;Osttangente Gießen;Gießener Nordkreuz/B3;;;01340;07125;11537;11538;36572,22746;50,62535;8,7139;0;1;1;1;1;1;1;
20.0;11538;P1;3;A485;Osttangente Gießen;Gießen-Marburger Straße;;;01340;07125;36572;11539;6737,11538;50,62385;8,70725;0;1;1;1;1;1;1;
20.0;11539;P1;1;A485;Osttangente Gießen;Gießener Nordkreuz;;;01340;07125;11538;;11539,11526;50,6247;8,6998;0;0;1;1;0;1;1;
20.0;17349;L1;3;L533;Dührener Straße;AS Sinsheim;Sinsheim Stadtmitte;;02416;;;;;;;;;;;;;;
20.0;17350;P1;3;L533;Dührener Straße;Sinsheim (A6);;;02416;17349;;17351;17350,11884,14212;49,24875;8,85705;1;1;0;0;1;1;1;
20.0;17351;P1;12;L533;Dührener Straße;Hauptbahnhof;;;02416;17349;17350;17352;17351,17354;49,2515;8,8705;1;1;1;1;1;1;1;
20.0;17352;P1;12;L533;Dührener Straße;Hauptstraße/B39;;;02416;17349;17351;;17352,16051;49,254;8,873;1;0;1;1;0;1;1;
20.0;9255;L1;3;L85;;Treuenbrietzen;Golzow;;00609;;;;;;;;;;;;;;
20.0;26601;P1;12;L85;Brücker Straße;Belziger Straße;;;02546;09255;;26602;34084,26601;52,09429348;12,85945832;1;1;0;0;1;1;1;
20.0;26602;P1;3;L85;;Brück;;;34430;09255;26601;26603;26602,12812;52,1582;12,7816;0;1;1;1;1;1;1;
20.0;26603;P1;12;L85;Chausseestraße;Straße der Einheit;Bahnhofstraße;;01007;09255;26602;;22043,26603;52,1798;12,7571;1;0;1;1;0;1;1;
20.0;41042;P1;12;L85;Brandenburger Straße;Ernst-Thälmann-Straße;Straße des Friedens;;01007;09255;;26604;41042,41041;52,1968;12,7623;1;1;0;0;1;1;1;
20.0;26604;P1;12;L85;;Golzow;;;01354;09255;41042;;20402,26604,33713;52,2781;12,60585;0;0;1;1;0;1;1;
20.0;42124;L1;2;B27a;;Stuttgart-Stadtmitte;Stuttgart-Stammheim;;00675;;;;;;;;;;;;;;
20.0;41491;L3;0;B27a;;Österreichischer Platz;Planie;;00675;42124;;41492;;;;;;;;;;;
20.0;42097;P1;11;B27a;Paulinenstraße;Österreichischer Platz;;;00675;41491;;42096;20793,42097;48,7695;9,1742;1;1;1;1;1;1;1;
20.0;42096;P1;11;B27a;Paulinenstraße;Rotebühlstraße;;;00675;41491;42097;02334;42096,53064;48,7739;9,1701;1;1;1;1;1;1;1;
20.0;2334;P1;11;B27a;Rotebühlstraße;Rotebühlplatz;;;00675;41491;42096;42095;2334,2470;48,775110677109076;9,171653445500372;1;1;1;1;1;1;1;
20.0;42095;P1;11;B27a;Theodor-Heuss-Straße;Börsenplatz;;;00675;41491;02334;;22367,42095;48,77865;9,17565;1;0;1;1;0;1;1;
20.0;41492;L3;0;B27a;;Zuffenhausen;Stammheim;;00675;42124;41491;;;;;;;;;;;;
20.0;41494;P1;15;B27a;;Zuffenhausen-Nord/B27;;;00675;41492;;56749;41494,30618;48,84415;9,17875;1;1;0;0;1;1;1;
20.0;56749;P3;1;B27a;;Stammheim;;;00675;41492;41494;41496;;48,84935;9,1678;1;0;0;0;0;1;1;
20.0;41496;P1;12;B27a;;Stammheim-Nord;;;00675;41492;56749;41499;41496,14932;48,8503;9,1658;1;1;1;1;1;1;1;
20.0;41499;P1;12;B27a;;Kornwestheim-Containerbahnhof;;;00675;41492;41496;;41499,15115;48,85415;9,1585;1;0;1;1;0;1;1;
20.0;44205;L1;3;L3178;;Bad Soden-Salmünster;Grebenhain;;00261;;;;;;;;;;;;;;
20.0;44207;L3;0;L3178;;Grebenhain;Freiensteinau;;00696;44205;;44206;;;;;;;;;;;
20.0;44224;P1;12;L3178;;B275 Grebenhain;;;01378;44207;;44223;44224,44225;50,49465;9,3495;0;1;1;1;1;1;1;
20.0;44223;P1;11;L3178;;K91 Grebenhain - Crainfeld;;;01378;44207;44224;44222;;50,4889;9,3553;0;1;1;1;1;1;1;
20.0;44222;P3;37;L3178;;Freiensteinau - Nieder-Moos;;;44219;44207;44223;44221;;50,4739;9,3825;0;1;1;1;1;1;1;
20.0;44221;P1;11;L3178;;Freiensteinau-Gunzenau;;;44219;44207;44222;44220;16469,44221;50,45725;9,39285;0;1;1;1;1;1;1;
