ID;TYPE;ROADNR;FR;KM;LAT;LON;BEARING
aq.aq_9_481250_nbg.m.de;AQ;A9;N;481.250;48.5841;11.58;66
aq.aq_9_482565_nbg.m.de;AQ;A9;N;482.565;48.576702;11.592852;358
aq.aq_9_483200_nbg.m.de;AQ;A9;N;483.200;48.571;11.5926;1
aq.aq_9_484470_nbg.m.de;AQ;A9;N;484.470;48.5599;11.5888;350
aq.aq_9_485020_nbg.m.de;AQ;A9;N;485.020;48.555024;11.589309;19
aq.aq_9_485900_nbg.m.de;AQ;A9;N;485.900;48.5476;11.5936;16
aq.aq_9_487755_nbg.m.de;AQ;A9;N;487.755;48.5312;11.5925;325
aq.aq_9_489247_nbg.m.de;AQ;A9;N;489.247;48.5198;11.583;354
aq.aq_9_490310_nbg.m.de;AQ;A9;N;490.310;48.5108;11.5845;23
aq.aq_9_490904_nbg.m.de;AQ;A9;N;490.904;48.506013;11.588668;33
aq.aq_9_491895_nbg.m.de;AQ;A9;N;491.895;48.4976;11.5946;13
aq.aq_9_493840_nbg.m.de;AQ;A9;N;493.840;48.4813;11.5877;338
aq.aq_9_494840_nbg.m.de;AQ;A9;N;494.840;48.4725;11.5856;11
aq.aq_9_495893_nbg.m.de;AQ;A9;N;495.893;48.463544;11.589235;17
aq.aq_9_496895_nbg.m.de;AQ;A9;N;496.895;48.4545;11.5909;357
aq.aq_9_498180_nbg.m.de;AQ;A9;N;498.180;48.4429;11.5894;0
aq.aq_9_499330_nbg.m.de;AQ;A9;N;499.330;48.4327;11.5895;2
aq.aq_9_499925_nbg.m.de;AQ;A9;N;499.925;48.427323;11.589715;3
aq.aq_9_500994_nbg.m.de;AQ;A9;N;500.994;48.4177;11.5897;2
aq.aq_9_502505_nbg.m.de;AQ;A9;N;502.505;48.4041;11.5899;4
aq.aq_9_503930_nbg.m.de;AQ;A9;N;503.930;48.3921;11.5961;21
aq.aq_9_504515_nbg.m.de;AQ;A9;N;504.515;48.38695;11.597635;4
aq.aq_9_505300_nbg.m.de;AQ;A9;N;505.300;48.3799;11.5968;358
aq.aq_9_506950_nbg.m.de;AQ;A9;N;506.950;48.3651;11.5952;359
aq.aq_9_508400_nbg.m.de;AQ;A9;N;508.400;48.3526;11.6003;24
aq.aq_9_509515_nbg.m.de;AQ;A9;N;509.515;48.3432;11.6059;24
aq.aq_9_510505_nbg.m.de;AQ;A9;N;510.505;48.334944;11.610813;23
aq.aq_9_511090_nbg.m.de;AQ;A9;N;511.090;48.3301;11.6135;26
aq.aq_9_511900_nbg.m.de;AQ;A9;N;511.900;48.3234;11.617;23
aq.aq9-360-nbg.m.de;AQ;A9;N;513.230;48.3117;11.6239;26
AQ_A009B365.4_1;AQ;A9;N;365.425;49.513285735;11.301784021;329
AQ_A009B366.7_1;AQ;A9;N;366.670;49.504292144;11.291608106;320
AQ_A009B368.8_1;AQ;A9;N;368.780;49.48851099;11.275369072;331
AQ_A009B370.8_1;AQ;A9;N;370.815;49.473445344;11.259745819;321
AQ_A009B372.6_1;AQ;A9;N;372.565;49.460502392;11.245898544;331
AQ_A009B372.6_3;AQ;A9;N;372.565;49.460502392;11.245898544;331
AQ_A009B372.6_4;AQ;A9;N;372.565;49.460133979;11.246638206;14
AQ_A009B373.8_1;AQ;A9;N;373.830;49.450898467;11.237419981;326
AQ_A009A361.5_33;AQ;A9;S;361.499;49.547470823;11.321033798;171
AQ_A009A362.6_33;AQ;A9;S;362.603;49.541517353;11.319401148;171
AQ_A009A363.7_33;AQ;A9;S;363.704;49.526218853;11.314058537;159
AQ_A009A364.9_33;AQ;A9;S;364.886;49.517293867;11.305340734;149
AQ_A009A366.2_33;AQ;A9;S;366.171;49.507728267;11.295336642;147
AQ_A009A367.6_33;AQ;A9;S;367.591;49.497724751;11.283197616;151
AQ_A009A368.6_33;AQ;A9;S;368.577;49.490125036;11.276288528;151
AQ_A009A370.2_33;AQ;A9;S;370.202;49.477680327;11.264502508;144
AQ_A009A371.5_33;AQ;A9;S;371.524;49.468466355;11.252805316;147
AQ_A009A373.3_33;AQ;A9;S;373.262;49.455370006;11.23991622;136
AQ_A009A374.7_33;AQ;A9;S;374.716;49.444078308;11.229832129;146
AQ_A009B375.0_1;AQ;A9;N;374.984;49.442129126;11.228367554;327
AQ_A009B375.0_3;AQ;A9;N;374.984;49.442129126;11.228367554;327
AQ_A009B376.1_1;AQ;A9;N;376.112;49.434153773;11.219350727;325
AQ_A009A376.2_33;AQ;A9;S;376.244;49.432964296;11.217452638;145
AQ_A009B377.4_1;AQ;A9;N;377.432;49.424570395;11.208706774;328
AQ_A009A377.8_33;AQ;A9;S;377.839;49.421245232;11.20475601;149
AQ_A009A378.9_33;AQ;A9;S;378.893;49.413158777;11.197135512;160
AQ_A009A380.0_33;AQ;A9;S;380.009;49.403240927;11.195790643;194
AQ_A009B379.2_1;AQ;A9;N;379.235;49.410690109;11.196376257;347
AQ_A009B380.4_1;AQ;A9;N;380.485;49.399752108;11.198031429;20
AQ_A009A381.6_33;AQ;A9;S;381.640;49.389197344;11.201862598;183
AQ_A009A383.1_33;AQ;A9;S;383.060;49.376445961;11.200292642;186
AQ_A009A384.6_33;AQ;A9;S;384.590;49.36280596;11.202000169;187
AQ_A009A386.0_33;AQ;A9;S;386.002;49.350158726;11.203466038;182
aq.aq92-572b-mch.m.de;WWW;;;;48.3295667;11.6532167;112
aq.aq92-572a-mch.m.de;WWW;;;;48.3295667;11.6532167;112
aq.aq92-584-mch.m.de;WWW;;;;48.3258138;11.6411835;121
aq.aq92-586-mch.m.de;WWW;;;;48.3247347;11.6384085;123
aq.aq92-588-mch.m.de;WWW;;;;48.3237221;11.6359995;126
aq.wwq_92_akneuf_1174_um.m.de;WWW;;;;48.3203723;11.628607;127
aq.wwq_92_akneuf_1454_um.m.de;WWW;;;;48.3189585;11.6254104;112
aq.aq92-622-mch.m.de;WWW;;;;48.3011675;11.5890021;128
aq.aq92-623-mch.m.de;WWW;;;;48.2984217;11.5833067;128
aq.aq_92_3720_mch.m.de;WWW;;;;48.2582483;11.5337911;166
aq.aq_92_3210_mch.m.de;WWW;;;;48.2539284;11.5325533;177
aq.aq92-684-mch.m.de;WWW;;;;48.2394352;11.5364793;208
aq.aq92-686-mch.m.de;WWW;;;;48.2349028;11.5398956;209
aq.aq92-696-mch.m.de;WWW;;;;48.2325017;11.5418033;204
aq.aq_92_2430_deg.m.de;WWW;;;;48.2466591;11.533496;11
aq.aq_92_2900_deg.m.de;WWW;;;;48.2511779;11.5328067;1
aq.wwq_9_510820_mch.m.de;WWW;;;;48.3322855;11.6118997;203
aq.wwq_9_511350_mch.m.de;WWW;;;;48.3277025;11.6144854;201
aq.wwq_9_511805_mch.m.de;WWW;;;;48.3240323;11.6163522;202
aq.wwq_9_akneuf_0840_af.m.de;WWW;;;;48.3187013;11.6191712;204
aq.aq9-700-mch.m.de;WWW;;;;48.2726236;11.6434801;195
aq.aq9-710-mch.m.de;WWW;;;;48.2685839;11.6448319;195
aq.aq9-740-mch.m.de;WWW;;;;48.2558354;11.6464948;169
aq.aq9-760-mch.m.de;WWW;;;;48.2491994;11.6432682;164
aq.aq9-781a-mch.m.de;WWW;;;;48.2416536;11.6393387;164
aq.aq9-781b-mch.m.de;WWW;;;;48.2378691;11.6374719;163
aq.aq9-781c-mch.m.de;WWW;;;;48.2335361;11.6352618;164
aq.aq9-781d-mch.m.de;WWW;;;;48.2312142;11.6341647;164
aq.aq9-125-nbg.m.de;WWW;;;;48.2054738;11.6215597;343
aq.aq9-130-nbg.m.de;WWW;;;;48.208137;11.6229424;343
aq.aq9-140-nbg.m.de;WWW;;;;48.2148103;11.6264856;337
aq.aq9-238-nbg.m.de;WWW;;;;48.2555182;11.6465753;348
aq.aq9-248-nbg.m.de;WWW;;;;48.2606842;11.647396;5
aq.aq9-308-nbg.m.de;WWW;;;;48.2917087;11.6356467;21
aq.aq9-328-nbg.m.de;WWW;;;;48.2989009;11.6317266;24
aq.aq9-345-nbg.m.de;WWW;;;;48.3030725;11.6292482;23
aq.aq99-025-sbg.m.de;WWW;;;;48.2241147;11.5276381;289
aq.aq99-028-sbg.m.de;WWW;;;;48.2246024;11.5301889;287
aq.aq99-058-sbg.m.de;WWW;;;;48.2274339;11.5743957;280
aq.aq99-056-sbg.m.de;WWW;;;;48.2279936;11.5810664;279
aq.aq99-062-sbg.m.de;WWW;;;;48.2287655;11.5930223;272
aq.aq99-063-sbg.m.de;WWW;;;;48.2285432;11.6000014;266
aq.aq99-072-sbg.m.de;WWW;;;;48.2272443;11.6099792;255
WWQ_99765;WWW;;;;48.2029672;11.6606435;59
WWQ_99772;WWW;;;;48.207543;11.6515186;50
WWQ_99777;WWW;;;;48.2141329;11.6416562;46
WWQ_99782;WWW;;;;48.2161852;11.6385797;44
WWQ_99784;WWW;;;;48.2181743;11.6353851;43
WWQ_99785;WWW;;;;48.2205576;11.6309273;56
aq.aq_99_18390_stg.m.de;WWW;;;;48.2267838;11.5525234;93
aq.aq_99_18185_stg.m.de;WWW;;;;48.2267379;11.5500054;94
aq.wwq_99_29277_sbg.m.de;WWW;;;;48.194943;11.683296;252
aq.wwq_99_28850_sbg.m.de;WWW;;;;48.196385;11.677947;249
aq.wwq_99_asash_0530_am.m.de;WWW;;S;29.5;48.194324;11.686158;248
aq.wwq_99_asash_0920_am.m.de;WWW;;;;48.192396;11.694862;217
aq.aq99-145-sbg.m.de;WWW;;;;48.185058;11.718203;234
aq.aq99-152-sbg.m.de;WWW;;;;48.181507;11.724273;226
aq.aq99-160-sbg.m.de;WWW;;;;48.17696;11.730192;221
aq.aq99-180-sbg.m.de;WWW;;;;48.173469;11.733988;217
aq.aq99-200-sbg.m.de;WWW;;;;48.161082;11.745878;212
aq.aq99-220-sbg.m.de;WWW;;;;48.153086;11.752322;208
aq.aq99-230-sbg.m.de;WWW;;;;48.148591;11.755095;202
aq.aq8-100-mch.m.de;WWW;;;;47.999914;11.675263;26
aq.aq8-110-mch.m.de;WWW;;;;48.006356;11.670903;25
aq.aq8-120-mch.m.de;WWW;;;;48.010479;11.668035;27
aq.aq8-130-mch.m.de;WWW;;;;48.012897;11.666368;28
aq.aq8-140-mch.m.de;WWW;;W;;48.019263;11.663034;17
aq.aq99-630-stg.m.de;WWW;;;;48.119315;11.758515;355
aq.aq99-635-stg.m.de;WWW;;;;48.126588;11.759499;360
aq.aq99-650-stg.m.de;WWW;;;;48.132617;11.759585;3
aq.aq99-670-stg.m.de;WWW;;;;48.136855;11.759287;6
aq.aq99-685-stg.m.de;WWW;;;;48.140314;11.75893;358
aq.aq99-695-stg.m.de;WWW;;;;48.143717;11.758236;320
aq.aqaq188-mch.m.de;WWW;;;;48.147421;11.78173;126
aq.aqaq190-mch.m.de;WWW;;;;48.144927;11.776792;127
aq.aqaq194-mch.m.de;WWW;;;;48.142971;11.769603;103
aq.aqwwq201-mch.m.de;WWW;;;;48.142148;11.719853;95
aq.aqwwq202-mch.m.de;WWW;;;;48.142097;11.714698;91
aq.aqwwq03-mch.m.de;WWW;;W;5.4;48.142221;11.698049;99
aq.aqwwq04-mch.m.de;WWW;;W;5.15;48.141838;11.694731;106
aq.aqwwq05-mch.m.de;WWW;;;;48.137741;11.681178;109
aq.aqwwq06-mch.m.de;WWW;;;;48.137342;11.676863;91
aq.aqwwq07-pas.m.de;WWW;;;;48.13869;11.664609;262
aq.aqwwq08-pas.m.de;WWW;;;;48.138199;11.668145;258
aq.aqwwq09-pas.m.de;WWW;;O;3.7;48.137017;11.67667;270
aq.aqwwq10-pas.m.de;WWW;;O;4.0;48.137266;11.680425;284
aq.aqwwq11-pas.m.de;WWW;;O;4.29;48.13812;11.684151;298
aq.aqwwq12-pas.m.de;WWW;;;;48.141988;11.699686;276
aq.aqwwq13-pas.m.de;WWW;;;;48.142048;11.704491;270
